--------- beginning of system
I/Vold    (  247): Vold 2.1 (the revenge) firing up
D/Vold    (  247): Volume sdcard1 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc0 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc1 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc1 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume usbotg state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc0 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc1 state changing -1 (Initializing) -> 0 (No-Media)
I/Cryptfs (  247): Check if PFE is activated on Boot
I/XXXXXX  ( 1971): choosing minFree values for 32 Bit
I/XXXXXX  ( 1971): choosing minFree values for 32 Bit
I/XXXXXX  ( 1971): choosing minFree values for 32 Bit
I/XXXXXX  ( 1971): choosing minFree values for 32 Bit
I/XXXXXX  ( 1971): choosing minFree values for 32 Bit
I/XXXXXX  ( 1971): choosing minFree values for 32 Bit
I/ActivityManager( 1971): Memory class: 128
I/ServiceThread( 1971): Enabled StrictMode logging for ActivityManager looper.
I/IntentFirewall( 1971): Read new rules (A:0 B:0 S:0)
I/ServiceThread( 1971): Enabled StrictMode logging for android.ui looper.
I/ServiceThread( 1971): Enabled StrictMode logging for android.display looper.
D/AppOps  ( 1971): AppOpsService published
I/SystemServiceManager( 1971): Starting com.android.server.power.PowerManagerService
I/ServiceThread( 1971): Enabled StrictMode logging for PowerManagerService looper.
I/SystemServiceManager( 1971): Starting com.android.server.display.DisplayManagerService
I/SystemServiceManager( 1971): Starting phase 100
I/DisplayManagerService( 1971): Display device added: DisplayDeviceInfo{"内置屏幕": uniqueId="local:0", 720 x 1280, 45.0 fps, supportedRefreshRates [45.0], density 320, 160.421 x 160.157 dpi, appVsyncOff 0, presDeadline 23222222, touch INTERNAL, rotation 0, type BUILT_IN, state UNKNOWN, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
I/SystemServer( 1971): WangPosManager Service
I/SystemServiceManager( 1971): Starting com.android.server.WangPosManagerService
I/SystemServer( 1971): Package Manager
W/PackageManager( 1971): No security bridge jar found, using default
W/SystemConfig( 1971): No directory /system/etc/sysconfig, skipping
D/SELinuxMMAC( 1971): Using policy file /system/etc/security/mac_permissions.xml
W/PackageManager( 1971): Permission group android.permission-group.SECURITY from package android ignored: original from android
W/PackageParser( 1971): No actions in intent filter at /system/priv-app/Contacts/Contacts.apk Binary XML file line #380
W/PackageParser( 1971): No actions in intent filter at /system/priv-app/Dialer/Dialer.apk Binary XML file line #193
W/PackageParser( 1971): No actions in intent filter at /system/app/Bluetooth/Bluetooth.apk Binary XML file line #229
W/PackageParser( 1971): Unknown element under <application>: uses-feature at /system/app/BluetoothExt/BluetoothExt.apk Binary XML file line #57
W/PackageParser( 1971): No actions in intent filter at /system/app/BluetoothExt/BluetoothExt.apk Binary XML file line #110
W/PackageParser( 1971): No actions in intent filter at /system/app/BluetoothExt/BluetoothExt.apk Binary XML file line #134
W/PackageParser( 1971): No actions in intent filter at /system/app/BluetoothExt/BluetoothExt.apk Binary XML file line #161
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #13
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #14
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #15
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #16
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #17
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #18
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #19
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #20
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #21
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #22
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #23
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #24
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #25
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #26
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #27
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #28
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #29
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #30
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #31
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #32
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #33
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #34
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #35
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #36
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #37
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #38
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #39
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #40
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #41
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #42
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #43
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #44
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #45
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #46
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #47
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #48
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #49
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #50
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #51
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #52
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #53
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #54
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #55
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #56
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #57
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #58
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #59
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #60
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #61
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #62
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #63
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #64
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #65
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #66
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #67
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #68
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #69
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #70
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #71
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #72
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #73
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #74
W/PackageParser( 1971): Unknown element under <application>: uses-feature at /system/app/CIT/CIT.apk Binary XML file line #75
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #76
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/CIT/CIT.apk Binary XML file line #77
W/PackageParser( 1971): Unknown element under <application>: permission at /system/app/CIT/CIT.apk Binary XML file line #78
W/PackageParser( 1971): Unknown element under <application>: uses-feature at /system/app/CIT/CIT.apk Binary XML file line #81
W/PackageParser( 1971): Unknown element under <application>: uses-feature at /system/app/CIT/CIT.apk Binary XML file line #82
W/PackageParser( 1971): Unknown element under <application>: permission at /system/app/Gallery2/Gallery2.apk Binary XML file line #274
W/PackageParser( 1971): Unknown element under <application>: permission at /system/app/Gallery2/Gallery2.apk Binary XML file line #277
I/PackageParser( 1971): com.qualcomm.interfacepermissions: compat added android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_PHONE_STATE
W/PackageParser( 1971): Unknown element under <manifest>: meta-data at /system/app/PinPad/PinPad.apk Binary XML file line #14
I/PackageParser( 1971): com.qualcomm.qcom_qmi: compat added android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_PHONE_STATE
W/PackageParser( 1971): No actions in intent filter at /system/app/WangPosSim-release/WangPosSim-release.apk Binary XML file line #100
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/WangPosSystemService/WangPosSystemService.apk Binary XML file line #15
W/PackageParser( 1971): Unknown element under <application>: uses-permission at /system/app/WangPosSystemService/WangPosSystemService.apk Binary XML file line #16
